alvo,tag_alvo,pct_tag_alvo,tag_dependente_prevalente,pct_tag_dependente,amostra_termos,pct_amostra,sentenca_media_hdbscan
homem,NOUN,99.4%,NOUN | obl,1.1%,"['banheiro', 'conta', 'caso', 'basquete', 'específico', 'caráter', 'hipocrisia', 'pescoço', 'equipe', 'velório']",44.1%,"Eu não vi Deputados de esquerda não seam extremamente ideológicos dizer que são contrários, por exemplo, ao que eu disse, no seguinte sentido de que um homem deve entrar no banheiro de um homem e uma mulher entrar no banheiro de uma mulher, de que nós precisamos ter a honestidade intelectual de se atentar à realidade, porque a realidade, ela importa, senhora ministra."
homem,NOUN,99.4%,NOUN | ccomp,0.6%,"['homem', 'braço', 'adúltero', 'mão', 'uso', 'exemplo', 'dragão', 'menina', 'mulher', 'estuprador']",95.0%,"E aí o tio disse que aquele homem que conhece de política, é um homem temente a Deus, com conselheiro."
homem,NOUN,99.4%,PROPN | nsubj,0.6%,"['jesus', 'senhor', 'josé', 'érica', 'elon', 'noé', 'josué', 'davi', 'jair', 'luiz']",61.1%,"Sei que nem todos precisam concordar com suas decisões, mas acreditar que o Senhor, um homem de vida simples que saiu do exército, construiu sua trajetória com suor, que sempre foi o próximo do povo e da própria família, mereça penas maiores do queores e traficantes é a prova de que muitos estão completamente alienados."
homem,NOUN,99.4%,PROPN | appos,0.6%,"['senhor', 'deus', 'aécio', 'nicolas', 'santo', 'josué', 'moisés', 'homem', 'príncipes', 'serdofio']",66.7%,"Segundo exemplo, e vocês que sabem a história da igreja, talvez sabem alguns desses detalhes, mas o segundo exemplo que eu quero usar é homem chamado John Knox, que era escocês."
homem,NOUN,99.4%,ADJ | acl:relcl,0.5%,"['primeiro', 'adoradores', 'retos', 'valoroso', 'dedicadas', 'morto', 'preso', 'ponderado', 'maior', 'sábias']",58.8%,"Está destruindo a nossa sociedade porque não se forma mais homens que são leais a mulheres não formas mulheres são leais ao homem e o casamento que o casamento hoje, o casamento de virou merda e descobre, descobre ele que tem um defeito, divorcia, sap."
homem,NOUN,99.4%,VERB | csubj,0.5%,"['virar', 'tirar', 'fez', 'caminhando', 'levanta', 'deposto', 'ter', 'escreveu', 'vem', 'fiz']",68.8%,"Caminhando para um tempo em que esses globalistas, um dia, hão de levantar um homem que que será de fato de acordo com as suas maneiras de enxergar, será um homem com muito poder, será aclamado, ovacionado por toda a humanidade."
homem,NOUN,99.4%,PROPN | ROOT,0.5%,"['abençoa', 'pai', 'levanta', 'repito', 'danone', 'música', 'davi', 'jesus', 'senhor', 'for']",73.3%,"Abençoa, Senhor, aquele homem, aquela mulher que está, Senhor, aleluia, Senhor, quem sabe sentado, Senhor, em um lugar agora, pedindo, Pai, que o Senhor abençoe, Senhor, os homens, Senhor, poderosos da nossa nação."
homem,NOUN,99.4%,NOUN | acl:relcl,0.4%,"['homem', 'jovens', 'bombeiro', 'fato', 'centro', 'eminência', 'cova', 'conceito', 'dia', 'estuprador']",92.9%,"Isso aqui, governo bolsonaro tá fazendo aqui por nós, porque o preço da nossa liberdade é eterna vigilância, e aqui é a única coisa que para um homem mau com uma arma é o homem bom com uma."
homem,NOUN,99.4%,VERB | parataxis,0.4%,"['defende', 'há', 'sentem', 'sente', 'quero', 'entregou', 'podem', 'fazem', 'sabe', 'olha']",76.9%,"Tônus: e olha uma mulher, mas tem que ficar chamando ela de Ricardão; você olha um homem e tem que ficar chamando ela de Priscila."
homem,NOUN,99.4%,PROPN | conj,0.3%,"['xy', 'você', 'oi', 'dr.', 'cpmi', 'cristão', 'ivo', 'nicolas', 'idosos-']",100.0%,"Eh, cumprimentar aqui também eh Dr. Sebastião, um homem que tem mostrado que existem homens de coragem ainda né nesse país."
homem,NOUN,99.4%,NUM | nummod,0.3%,"['dois', 'três', 'quatro', '600', '70', '400', '5000']",100.0%,"Né exaltam isso, fala que é lindo, parará pororo, e depois a cena seguinte é como se dois homens tivessem acabado de fazer sexo, tipo isso no meio de uma série falando sobre bandido invadindo o banco."
homem,NOUN,99.4%,ADJ | ROOT,0.3%,"['interessante', 'levante', 'jovem', 'preciso', 'cheia', 'liderados', 'extraordinária', 'maus', 'homossexual']",100.0%,"Que o Senhor levante homens de caráter nessa nação, porque o cristão ele foi chamado para poder influenciar, no sortear, intelectualmente, espiritualmente, moralmente, uma nação."
homem,NOUN,99.4%,PRON | nmod,0.3%,"['ele', 'você', 'si', 'isso', 'quais', 'eles']",100.0%,"Homens como JB, com a sua capacidade, homens como você, com essa capacidade que Deus te deu, incrível."
homem,NOUN,99.4%,ADJ | conj,0.2%,"['jovens', 'claro', 'utilitarista', 'casado', 'potenciais', 'adolescentes', 'leais']",100.0%,"Está destruindo a nossa sociedade porque não se forma mais homens que são leais a mulheres não formas mulheres são leais ao homem e o casamento que o casamento hoje, o casamento de virou merda e descobre, descobre ele que tem um defeito, divorcia, sap."
homem,NOUN,99.4%,NOUN | amod,0.2%,"['chefe', 'olho', 'poderosos', 'negros', 'paciente', 'lábios', 'filho', 'mulher']",100.0%,"Eu olho para homens e mulheres de Deus que vieram antes de mim, aqueles que pagaram um preço que talvez eu não paguei, aqueles que nos prepararam, prepararam a terra pra gente lançar, e eu começo a aprender através da repetição."
homem,NOUN,99.4%,ADJ | ccomp,0.2%,"['imbecis', 'mulheres', 'perigosos', 'capazes', 'potenciadores', 'criativos', 'abençoadores']",100.0%,"E, como diz o Jordan Peterson, se você acha que homens durões são perigosos, espera até ver do que são capazes os homens fracos."
homem,NOUN,99.4%,ADV | acl:relcl,0.2%,"['aqui', 'ali']",100.0%,"se algum dia esse homem que está aqui, Bolsonaro, mesmo que um dia esse homem vá para a cadeia, e tem uma má notícia para vocês: não somente ele, não somente ele, mas todos um dia nós iremos morrer."
homem,NOUN,99.4%,ADV | case,0.2%,"['enquanto', 'até', 'quanto', 'ali', 'como', 'diante']",100.0%,"Eu tenho orado por você, e eu quero que você saiba de uma coisa: as pessoas estão falando a respeito daquilo que elas têm visto na sua vida, não só como parlamentar, mas como um homem de Deus."
homem,NOUN,99.4%,NOUN | advcl,0.2%,"['olho', 'força', 'presidente', 'mulher', 'dever', 'controle']",100.0%,"Tá, pronto, se é um controle para vários homens, um faz o que quiser, aperta, quebra, tira o botão e você, homem da mesma forma, para de tratar a mulher como se fosse uma objeto."
homem,NOUN,99.4%,NOUN | dep,0.2%,"['mulher', 'levante', 'menino', 'empresários', 'histórias']",100.0%,"Às vezes falo: meu Deus, esse menino que já é um homem feito, mas é tem idade para ser meu filho, é muito bravo, é muito corajoso, mas eu sei que a tua Segurança está no Senhor."
homem,NOUN,99.4%,PROPN | obj,0.2%,"['érica', 'filho', 'qu', 'deus', 'nicolas']",100.0%,"Não precisa falar do qu, homem, o homem com a voz mais grave desse país, mas também graças a Deus, o homem do Senhor, Homem com muita unção."
homem,NOUN,99.4%,PRON | ROOT,0.1%,"['aquele', 'isso', 'o', 'aquilo']",100.0%,"O que que fez esse homem, que era um homem temeroso, que era um homem explosivo, mas na hora da do vamos ver ele, ele perdi o seu Rigor."
homem,NOUN,99.4%,PRON | mark,0.1%,['que'],100.0%,"Para você ter uma ideia, o interessante que meu pai, ele era um homem muito usado por Deus com cura."
homem,NOUN,99.4%,ADV | cc,0.1%,"['quanto', 'tanto', 'então']",100.0%,"Nós fomos até na Papuda, eu visitei pessoalmente, inclusive quando o Clezão ainda estava vivo lá na Papuda, vi face a face tanto na Ceia as mulheres quanto também os homens na Papuda."
homem,NOUN,99.4%,AUX | ROOT,0.1%,"['vão', 'tendo', 'é']",100.0%,Mesmo aí tendo duas vítimas fatais e uma delas sendo este homem que era bombeiro e morreu protegendo sua filha.
homem,NOUN,99.4%,PRON | appos,0.1%,['ele'],100.0%,"E esse homem, ele um cristão genuíno, devoto a Cristo."
homem,NOUN,99.4%,PRON | obj,0.1%,"['nós', 'eu', 'elas']",100.0%,"Nesses 21 dias aqui, representando as mulheres, e eu quero falar exatamente com elas e com os homens aqui, para que nós possamos voltar para casa e amar a nossa família."
homem,NOUN,99.4%,NOUN | parataxis,0.1%,"['timento', 'filho', 'maioria']",100.0%,"Nicolas, o que a gente mais precisa hoje é um timento dos líderes, sejam homens, pais de família, sejam pastores, líderes de Ministérios, paraa gente ter uma convergência pela nação brasileira e a gente precisa ter uma maturidade eh entre igrejas pentecostais tradicionais, porque a gente é corpo de Cristo antes de mais nada."
homem,NOUN,99.4%,INTJ | ROOT,0.1%,"['tu', 'ó', 'né']",100.0%,"Inclusive, se eu não me engano, er o Lula que subiu a rampa dizendo que seria o governo da inclusão, e agora tá assim, ó: bastante inclusivo, homens brancos, héteros, cis, ricos no poder."
homem,NOUN,99.4%,NOUN | xcomp,0.1%,"['meio', 'homem']",100.0%,Casamento pode ser entre um homem e um homem ou entre uma mulher e uma mulher.
homem,NOUN,99.4%,PRON | conj,0.1%,"['o', 'aqueles', 'você']",100.0%,"Continua usando homens como JB Nicolas e todos aqueles que têm se colocado à disposição do Senhor para que o teu povo, o tu, o tua, a tua nação, esse povo pelo qual o Senhor tem lutado tanto, venha a conhecer uma mensagem de esperança e um afeto novo para viver um novo tempo."
homem,NOUN,99.4%,VERB | cop,0.1%,"['sendo', 'seja', 'tá']",100.0%,"Mas assim, veja, eu aconselho vocês, vejo que tem muito homem que não tá sendo homem, tem muita mulher também que não tá sendo mulher, e é uma palavra atemporal e, melhor de tudo, bíblica, Evangelho Puro."
homem,NOUN,99.4%,CCONJ | punct,0.1%,['né'],100.0%,"Um homem que você pode ter aí, né, qualquer tipo de escusa com relação a ele, mas contra ele não tem um que presta."
homem,NOUN,99.4%,PRON | dep,0.1%,['que'],100.0%,O Brasil precisa de homem corajoso que nem esse pai aqui.
homem,NOUN,99.4%,PROPN | acl:relcl,0.1%,"['xy', 'olavo']",100.0%,"Então restou claro até agora com as evidências que nós temos que isso aqui se trata de um intersexo que, independente que ele se sinta ou não, há uma definição biológica dele que é XY e que também é homem, dado todos os exames que ele fez."
homem,NOUN,99.4%,PROPN | obl,0.1%,"['davi', 'misogenia']",100.0%,"Levanta, assim como Davi, homens que governam e são usados para restauração da adoração na nossa nação."
homem,NOUN,99.4%,DET | appos,0.1%,"['esse', 'aquele']",100.0%,"Qua Nicolas, quero muito desejar você, que você seja esse homem, esse, esse profético, esse garoto, esse rapaz, esse, esse, esse servo de Deus profético, que entenda a voz do senhor todo tempo, para que possa juntar essa geração, trazer mais jovens para jejuar e orar, porque essa é uma característica que não é de todo mundo."
homem,NOUN,99.4%,ADV | conj,0.1%,"['através', 'não']",100.0%,"Eh, você não pode fazer nada com o seu passado, mas através desse homem, como eu te falo, do apóstolo Adeildo, que viu a esposa sendo estuprada, e hoje para nós, naquele momento, Jesus sentou, respondeu todas as questões dele."
homem,NOUN,99.4%,PRON | det,0.1%,"['que', 'o']",100.0%,"E semana passada eu tava estudando sobre João Calvino e me impactou muito estudar um pouco da história João Calvino e ver como que ele era um homem, que um homem piedoso, um homem que tinha Jesus como centro da sua vida e que entendia o, o real propósito da mensagem do Evangelho, né"
homem,NOUN,99.4%,INTJ | punct,0.1%,['né'],100.0%,"Ele foi o homem que orientou o governo local da época a coletar lixos, a fazer a primeira coleta pública de lixo, até porque a época, naquela época era uma bagunça, não tinha saneamento básico, higiene, a construir banheiros fora das suas casas, né?"
homem,NOUN,99.4%,ADJ | advcl,0.1%,"['contraditório', 'pros']",100.0%,"Será que o ministério da mulher ela vai tomar políticas públicas por exemplo de dar absorventes para mulheres trans que são homens biológicos né que se sentem a mulher, porque isso seria contraditório."
homem,NOUN,99.4%,NOUN | obl:agent,0.1%,"['geração', 'oposição']",100.0%,"Mas também é um recado não somente aos poderosos, mas também para nós mesmos, brasileiros e brasileiras, que estavam desanimados, desesperançosos de que essa geração será marcada por uma geração de homens e mulheres que persistiram e não desistiram."
homem,NOUN,99.4%,ADJ | parataxis,0.1%,['humilde'],100.0%,"Olha que homem humilde, oh Homem humilde, gente, que homem humilde."
homem,NOUN,99.4%,ADJ | xcomp,0.1%,"['preso', 'parlamentar']",100.0%,"eu volto agora de um velório de um homem que foi preso e não deveria estar preso, de um homem que tá morto."
homem,NOUN,99.4%,SCONJ | ROOT,0.1%,"['ó', 'que']",100.0%,"Esse homem, para pra esquerda, pra mídia e para muitos deputados que inclusive estão aqui ó, que defendem democracia, Liberdade, amor para com o próximo, Direitos Humanos, na verdade eles não veem esta pessoa como um ser humano."
homem,NOUN,99.4%,ADJ | acl,0.1%,"['honrado', 'morto']",100.0%,"Não tem equilíbrio com quem chega aqui seu Bedim e olha pro senhor, um homem de 72 anos, honrado, Homem de Família, homem que tem mais de 100 funcionários que a locomotiva que desse Brasil, chegar aqui a manhã e a tarde inteira te acusando de crimes de financiador de Atos golpistas."
homem,NOUN,99.4%,SCONJ | case,0.1%,['porque'],100.0%,"Eu acho que esse momento, aqui, ele é muito crucial para que você, se você Nunca experimentou né o poder da oração, ore porque todos homem que passaram nessa terra desde Big Brother, o nosso maior prazer, Se Jesus orou, né que ele que tinha toda a majestade, se ele tinha toda a perfeição ali, né de um Deus, ele ainda assim orou para o seu pai."
homem,NOUN,99.4%,NUM | obj,0.1%,"['99', 'um']",100.0%,"Não vejo que por que essa regulamentação, ela é pro homem, por cabo, foi por 99, porque o taxista está incomodado nesse sentido."
homem,NOUN,99.4%,DET | cc,0.0%,['tanto'],100.0%,"Ou seja, tá dizendo que tanto homem quanto mulher são imbecis e que a última coisa que ele importa são com as mulheres que ele é presidente da comissão que ele diz representar."
homem,NOUN,99.4%,PRON | parataxis,0.0%,['aqueles'],100.0%,"Os homens que mais fizeram por essa terra foi aqueles que mais pensaram na eternidade, sabe?"
homem,NOUN,99.4%,ADP | det,0.0%,['desse'],100.0%,"Eu não sei você que está me escutando, mas isso enche o meu coração de fé, porque isso gera em nós uma semente de que, se um dia um homem desse recebeu algo de Deus e conseguiu gerar transformação, nós que estamos aqui hoje e acreditamos na promessa de Deus também podemos ser usados para gerar essa transformação."
homem,NOUN,99.4%,ADV | ROOT,0.0%,['daí'],100.0%,"E daí que o vermelho não é mais vermelho, e daí que o verde não é verde mais, e daí que o bem não é bem mais, e daí que o mal não é mal mal mais, e daí que o homem não é homem mais."
homem,NOUN,99.4%,SCONJ | det,0.0%,['que'],100.0%,Hoje nós estamos dando um recado a muitas pessoas de que homens e mulheres com coração verde e amarelo não desistirão do nosso país.
homem,NOUN,99.4%,PUNCT | conj,0.0%,"['""']",100.0%,"Porque de fato tornou-se eh pessoas que deveriam basicamente só se identificar: ""sou homem"", ""oi, sou mulher""."
homem,NOUN,99.4%,PRON | ccomp,0.0%,['comigo'],100.0%,"Então é necessário colocar na cadeia mais de 80% da população brasileira, porque eu tenho certeza que a maioria da população brasileira está comigo de que homem, por exemplo, deve ir ao banheiro masculino, de que a mulher deve ir ao banheiro feminino."
homem,NOUN,99.4%,VERB | obj,0.0%,['banha'],100.0%,Ninguém é obrigado a ficar vendo cabelo no Chaco de mulher banha e homens mulheres Lu.
homem,NOUN,99.4%,ADJ | dep,0.0%,['pú'],100.0%,"É um homem pú de muita estatura, com inúmeros mandatos, que tem espírito público e que defende, Sobretudo, o direito de nossas crianças e adolescentes e sua amplitude."
homem,NOUN,99.4%,INTJ | conj,0.0%,['ah'],100.0%,"A escola nada o fez e portanto eu, como ah irmão e como representante, inclusive legal, que eu era vereador da cidade, eu fiz um discurso e na época, agora aqui, como deputado federal, utilizei uma exemplificação do que vocês mesmos h defendem, que é um homem, ah, que se sente mulher e está ali como uma mulher enfim, ah."
homem,NOUN,99.4%,INTJ | nsubj,0.0%,['poxa'],100.0%,"Poxa, que homem que já esteve ali numa cova né dos leões, que foi levado para Babilônia, tentaram mudar a identidade dele, né?"
homem,NOUN,99.4%,AUX | conj,0.0%,['somos'],100.0%,"Não está em nenhum homem, nem uma carne falha e fraca e pecadora como todos nós somos."
homem,NOUN,99.4%,ADJ | csubj,0.0%,['cheia'],100.0%,"Porque tá certo o cara que tá dizendo a terra tá cheia de homens impuros lábios, ou o cara do céu dizendo pra terra, a terra tá cheia da glória de Deus."
homem,NOUN,99.4%,AUX | aux,0.0%,['tá'],100.0%,"Mas assim, veja, eu aconselho vocês, vejo que tem muito homem que não tá sendo homem, tem muita mulher também que não tá sendo mulher, e é uma palavra atemporal e, melhor de tudo, bíblica, Evangelho Puro."
homem,NOUN,99.4%,CCONJ | parataxis,0.0%,['né'],100.0%,"Quem tá abrindo a porta não, não é um homem qualquer, né é o Senhor."
homem,NOUN,99.4%,NOUN | flat:name,0.0%,['estupradores'],100.0%,"Já que você é uma feminista que chama os homens e potenciais estupradores, você está fazendo o quê então?"
homem,NOUN,99.4%,AUX | mark,0.0%,['sendo'],100.0%,"E a gente sabe que é uma tirania, né da família, o li, uma vez que nem dois por cento da população não se considera nem homem, nem mulher, ou seja são menores, sendo que 98 por cento aí seriam homens de mulheres e de fato tendo que se ajoelhar perante essa E aí da minoria, então a gente sabe que é um projeto cultural, porque a nossa linguagem, ela diz respeito à nossa cultura, Por Ela é formada por povo, território e língua."
homem,NOUN,99.4%,ADP | nsubj,0.0%,['por'],100.0%,"E a gente sabe que é uma tirania, né da família, o li, uma vez que nem dois por cento da população não se considera nem homem, nem mulher, ou seja são menores, sendo que 98 por cento aí seriam homens de mulheres e de fato tendo que se ajoelhar perante essa E aí da minoria, então a gente sabe que é um projeto cultural, porque a nossa linguagem, ela diz respeito à nossa cultura, Por Ela é formada por povo, território e língua."
homem,NOUN,99.4%,ADV | amod,0.0%,['mal'],100.0%,"Já tinha sido pego, mas como não foi em flagrante, não ficou preso e novamente estava ali furtando coisas dentro da PUC Minas e os guardas- não seguranças- conseguiram conter a imobilizaram ele e, Diferentemente do que a que a gente espera, né de algo normal na sociedade de que quando um homem Bom Combate algo mal e você valoriza aquilo, os universitários ali do serviço social arquitetura simplesmente estavam gravando, chamando os seguranças ali de racista, dizendo que eles utilizaram força para o 40, sendo que ele inclusive estava com objeto cortante e colocando ali a vida né daquele segurança em risco."
homem,NOUN,99.4%,ADV | nmod,0.0%,['mais'],100.0%,"a mentira é uma professora que é feminista, não cumprimenta o homem de tudo mais, e aí durante a aula eu sempre entrava em debate com ela, então assim, respeitosa, entende?"
homem,NOUN,99.4%,NOUN | nsubj:pass,0.0%,['bando'],100.0%,No outro lado tem um bando de homem é vestido de preto gritando democracia com muito errado e a mídia chegar lá.
homem,NOUN,99.4%,SCONJ | nmod,0.0%,['que'],100.0%,"Não vejo que por que essa regulamentação, ela é pro homem, por cabo, foi por 99, porque o taxista está incomodado nesse sentido."
homem,NOUN,99.4%,PROPN | amod,0.0%,['pacífico'],100.0%,"Aécio sempre foi um homem Pacífico, sem condenação penal e contra qualquer tipo de violência."
homem,NOUN,99.4%,DET | ROOT,0.0%,['cada'],100.0%,"Então, a responsabilidade não é somente de um homem, a responsabilidade é de cada um de nós."
homem,NOUN,99.4%,ADJ | det,0.0%,['diversos'],100.0%,Com certeza é diversos homens e mulheres de Deus passaram por aqui né jejuamos
homem,NOUN,99.4%,ADV | mark,0.0%,['como'],100.0%,"Se a gente para o tempo, como é que a gente não para um homem, como é que a gente não para uma instituição, como é que a gente não para uma quadrilha, como é que a gente não para uma engenharia do mal, então a igreja, Ela, tá sofrendo algumas coisas."
homem,NOUN,99.4%,PRON | case,0.0%,['dele'],100.0%,"E quando chegaram para junto da multidão, aproximou-se dele um homem que se ajoelhou e disse: Senhor, compadece-te de meu filho, porque é lunático e sofre muito, pois muitas vezes cai no fogo e outras muitas na água."
homem,NOUN,99.4%,PRON | obl,0.0%,['você'],100.0%,"é: quando você e nós nos humilharmos, orarmos perante o senhor, não vai ter sido a parte dele, ele já vai abrir os céus, ele vai olhar para você e para mim, homens e mulheres pecadores, falhos, inconsistentes, carentes da sua misericórdia."
homem,NOUN,99.4%,CCONJ | advmod,0.0%,['né'],100.0%,"Hoje para poder ser doado um arroz, um feijão, porque um homem irresponsável, né do campo saiu para trabalhar, porque alguém teve que entrar dentro de um caminhão- um irresponsável genocida- para poder levar o alimento até o supermercado."
homem,NOUN,99.4%,NUM | nmod,0.0%,['uma'],100.0%,"Isso aqui, governo bolsonaro tá fazendo aqui por nós, porque o preço da nossa liberdade é eterna vigilância, e aqui é a única coisa que para um homem mau com uma arma é o homem bom com uma."
homem,NOUN,99.4%,VERB | dep,0.0%,['forma'],100.0%,"Você precisa percebe, você percebe que que você simplesmente está destruindo famílias através dos relacionamentos, que se você não forma homens com caráter, você não forma homens com mulheres com caráter."
homem,NOUN,99.4%,PRON | acl:relcl,0.0%,['muita'],100.0%,"Você pega um homem que muita das vezes é não consegue lidar com, digamos, com imprevistos."
homem,NOUN,99.4%,PUNCT | nmod,0.0%,"['""']",100.0%,"Não era lei que faltava, era a vontade de um homem forte""."
homem,NOUN,99.4%,PROPN | advcl,0.0%,['boa'],100.0%,"Se o homem a boa ao conselho, você daria para os pais de adolescentes e jovens que estão sendo seduzidos pelo discurso progressista."
lula,PROPN,100.0%,ADP | case,15.5%,"['do', 'de', 'com', 'no', 'pelo', 'para', 'ao', 'por', 'pro', 'contra']",94.4%,"Aqui só foi aberta por conta de muita pressão dos deputados que estão aqui agora e não acho que foram embora, mas que estão aqui agora que assinaram essa CPM- e só teve a sua abertura quando o general do Lula foi visto numa imagem vazada dentro do Planalto."
lula,PROPN,100.0%,DET | det,15.2%,"['o', 'próprio', 'ao', 'esse', 'um', 'qual', 'seu']",100.0%,"E óbvio que quem dera, Como eu disse lá no começo do vídeo, se o Lula estivesse simplesmente roubado grana- não foi só isso o cara- né através da educação, através da implantação, né de, e esses, como ele mesmo diz, né nos vídeos anteriores, e conseguiram destruir simplesmente o Brasil que hoje o brasileiro"
lula,PROPN,100.0%,VERB | ROOT,8.5%,"['tem', 'fez', 'colocou', 'votou', 'preso', 'dá', 'disse', 'olha', 'criou', 'falou']",21.5%,"Até o próprio Lula, o des condenado, disse que isso só pode ter vindo da cabeça de Satanás: banheiro unissex."
lula,PROPN,100.0%,NOUN | nmod,7.0%,"['presidente', 'governo', 'ladrão', 'irmão', 'ministros', 'veto', 'bandido', 'viagens', 'eleitor', 'ano']",71.0%,"O projeto de vocês para educação é acabar primeiro com o governo do presidente Lula, desmoralizar o presidente, querer desmoralizar a ministra aqui, querer tirar todo tipo de espaço para uma conversa de alto nível em relação a essa questão, para poder derrubar o presidente Lula e voltar com a agenda de vocês, que é a agenda dos cinco ministros que nada entregaram pra educação que a agenda, por exemplo, Presidente Nicolas."
lula,PROPN,100.0%,PUNCT | punct,5.5%,"[',', '.', '?', '""']",100.0%,"Quando você tem ali por exemplo um amigo, né, do Lula, Daniel Ortega, cortando o sinal da CNN no seu país, impedindo com que pessoas ingressem em uma missa por conta ali simplesmente uma ideologia política."
lula,PROPN,100.0%,NOUN | nsubj,3.5%,"['presidente', 'governo', 'ministro', 'cara', 'veto', 'popularidade', 'pai', 'doadores', 'ex-ministro', 'culpa']",67.1%,"Deputado que nós estos procurando trabalhar, quando a gente amplia em 100 escolas técnicas federais pro aluno, porque o os institutos federais for um grande política exitosa que esse país criou e o presidente Lula foi o presidente que mais investiu nas universidades e ampliou e deu acesso a institutos federais."
lula,PROPN,100.0%,VERB | advcl,3.4%,"['parar', 'chamei', 'sabe', 'autorizando', 'falar', 'chamado', 'tem', 'dando', 'fizemos', 'causa']",31.4%,"E óbvio que quem dera, Como eu disse lá no começo do vídeo, se o Lula estivesse simplesmente roubado grana- não foi só isso o cara- né através da educação, através da implantação, né de, e esses, como ele mesmo diz, né nos vídeos anteriores, e conseguiram destruir simplesmente o Brasil que hoje o brasileiro"
lula,PROPN,100.0%,ADV | advmod,3.3%,"['aí', 'não', 'aqui', 'fora', 'agora', 'ali', 'então', 'somente', 'mesmo', 'junto']",75.0%,"Né que seja de esquerda, já era nossa vida, mas é o jamones pode fazer enfrentar do lado ali do Lula e da esquerda, né, mas enfim, eu vi Aí que o Sérgio Camargo falou que já vai tomar as medidas deles, aí é judiciais, contra o André janones."
lula,PROPN,100.0%,VERB | acl:relcl,3.2%,"['fez', 'recebe', 'gastou', 'falou', 'pedindo', 'subiu', 'chamo', 'fala', 'quer', 'condenado']",33.3%,"E para o outro lado você tem o Lula que faz parte disso daqui ó, foram de São Paulo que durante muito tempo né foi taxado aí como uma conspiração da direita e hoje com site e tudo mais."
lula,PROPN,100.0%,NOUN | obj,2.8%,"['governo', 'presidente', 'veto', 'campanha', 'fala', 'falas', 'vitória', 'marionete', 'medida', 'merda']",46.6%,"O projeto de vocês para educação é acabar primeiro com o governo do presidente Lula, desmoralizar o presidente, querer desmoralizar a ministra aqui, querer tirar todo tipo de espaço para uma conversa de alto nível em relação a essa questão, para poder derrubar o presidente Lula e voltar com a agenda de vocês, que é a agenda dos cinco ministros que nada entregaram pra educação que a agenda, por exemplo, Presidente Nicolas."
lula,PROPN,100.0%,NOUN | obl,2.6%,"['governo', 'presidente', 'falas', 'época', 'bandido', 'lugar', 'caso', 'colo', 'casa', 'contrário']",58.2%,"Troca de favores, propinas, esquemas enfim que basicamente foi assim no primeiro governo do Lula, que ele se utilizou para poder governar foi através da compra, né de votos, através do mensalão, e agora tá fazendo de uma forma institucionalizada."
lula,PROPN,100.0%,PROPN | flat:name,2.4%,"['ladrão', 'the', '>', 'morais', 'and', 'fidel', 'castro', 'founded', 's.', 'paulo']",36.0%,"Aprendeu direitinho que até pouco tempo não adianta querer me colocar uma estrela Estrela do PT, né, sendo que agora tá de mãos dadas aí com o Lula Previdência Social, Paulinho da força que foi condenado aí há 10 anos e dois meses de prisão pelo STF, mas que o próprio STF em suspendeu a condenação do Paulinho da força."
lula,PROPN,100.0%,AUX | cop,2.2%,"['é', 'foi', 'estamos', 'seja', 'sou', 'fosse', 'era', 'tá', 'tava', 'eram']",100.0%,"Agora o FBI junto com a polícia federal, para não dizer que foi só a polícia federal e que ela é do Lula, porque agora é assim."
lula,PROPN,100.0%,VERB | ccomp,2.2%,"['fez', 'falou', 'ficar', 'ganhou', 'tinha', 'acho', 'considera', 'aumentou', 'bateu', 'investigasse']",28.9%,"Ele também eu vejo que por exemplo segundo turno Bolsonaro e Lula, a pessoa ela vai fazer ali um peso, né, peso e contrapeso, e ver que puxo o Lula."
lula,PROPN,100.0%,NOUN | appos,1.4%,"['presidente', 'governo', 'amigo', 'perdão', 'ministro', 'ex-ministro', 'lugar', 'viagem', 'linha', 'opinião']",79.3%,"Tudo é polític, presidente Lula, que naquelas reuniões ministeriais que a gente acompanhou no fim de 2023, chegou a dizer aí várias vezes que o foco para 2024 seria viajar pelo Brasil, participar de eventos em todas as regiões."
lula,PROPN,100.0%,VERB | conj,1.3%,"['quer', 'tem', 'operacionalizou', 'soltaram', 'pode', 'apoiando', 'supera', 'cham', 'fica', 'preso']",42.9%,"Inclusive, eu durante a campanha no segundo turno tive que postar as minhas redes sociais dizendo que o Lula era provida por uma determinação do TSE porque isso era fake News, e agora o Lula mente novamente ao seu povo, é o estelionatário eleitoral."
lula,PROPN,100.0%,NOUN | conj,1.3%,"['presidente', 'esquerda', 'governo', 'bandido', 'derrubada', 'companhia', 'retrato', 'vice-presidente', 'políticas', 'mídia']",50.0%,"Se você faz um monte de coisa aí, rede social recebe notícias e isso porque você tem uma liberdade midiática e de imprensa, algo que muitas vezes é colocado por Bolsonaro, cara carrancudo, que antes democrático, mas que o Lula tá no plano de governo, por exemplo, do PT, do Haddad, que ele quer regulamentar mídia e já falou várias vezes o número que ele também quer regulamentar mim."
lula,PROPN,100.0%,NOUN | ROOT,1.3%,"['prisão', 'governo', 'ministro', 'ruas', 'parabéns', 'embaixo', 'irmão', 'prazer', 'presidente', 'ladrão']",70.4%,"E quem negou essa classificação não fomos nós, foi o governo Lula, que negou colocar ambas organizações criminosas como terroristas e tá dando no que deu."
