alvo,tag_alvo,pct_tag_alvo,tag_dependente_prevalente,pct_tag_dependente,amostra_termos,pct_amostra,sentenca_media_hdbscan
senhor,NOUN,54.2%,ADP | det,0.1%,"['pro', 'ó', 'a', 'ao']",100.0%,Quantos irmãos irmãs já passaram aqui por este lugar e profetizaram ó Deus um novo tempo profetizar um novo momento para essa e de acordo com a tua palavra ministrada pelos a senhor os peados que temoso [Música]
senhor,NOUN,54.2%,AUX | ROOT,0.1%,"['vamos', 'estava', 'é', 'vou', 'estaremos', 'tem', 'estamos']",100.0%,"Então, senhores, nós não estamos é numa possível ditadura; nós estamos no começo de uma."
senhor,NOUN,54.2%,PRON | obl,0.1%,"['nós', 'você', 'isso', 'todos']",100.0%,"Por isso, Senhor, nós nos rasgamos aqui e intercedemos pela nossa nação e Oramos, Senhor, para que o mal não avance."
senhor,NOUN,54.2%,PRON | dep,0.1%,"['que', 'qu']",100.0%,"Senhor, que, em nome de Jesus, pautas aqui, ó Pai, que influenciam na vida diretamente de pessoas, o Senhor possa interferir."
senhor,NOUN,54.2%,ADJ | xcomp,0.1%,"['impossível', 'levante', 'firme', 'seletivo', 'completa']",100.0%,"Eu creio que essa palavra, ela é muito atual aos nossos corações porque eu creio que Deus, ele chamando sua igreja, o seu povo, para um tempo de arrependimento, se nós declaramos que essa nação é majoritariamente cristã e temos visto tantas coisas contrárias à vontade do nosso Deus, eu creio que esse momento de nós estamos cada vez mais arrependidos perante o senhor e pedindo a ele que venha trazer tempos de refrigério, tem mistão, para Que Deus traga mais prova, para que ele fique mais firme do Senhor."
senhor,NOUN,54.2%,VERB | aux,0.1%,"['tem', 'vai', 'tá']",100.0%,"A batalha não diminui a você que vai subindo de nível assim espiritual, você vai ficando mais rasudo, sabe, Deus vai te dando mais graça, graças sobre graça, e o Senhor tem me dado graça para suportar dores de hoje."
senhor,NOUN,54.2%,PROPN | amod,0.1%,"['guarde', 'paraa', 'ob', 'vilchez', 'maduro']",100.0%,"Que o senhor Guarde a tua entrada, que o senhor Guarde a tua saída e que o Senhor possa cegar os teus adversários, como cegou no capítulo 19 de Gênesis, quando disse:"
senhor,NOUN,54.2%,PRON | parataxis,0.0%,"['eu', 'esse', 'isso', 'tudo', 'ti']",100.0%,"Senhor, a nossa entrada, a nossa saída, senhor, tudo que nós vamos fazer, que esteja respaldado em ti."
senhor,NOUN,54.2%,ADJ | acl,0.0%,"['obrigada', 'conectados', 'preocupado']",100.0%,"Muito obrigada, senhor presidente."
senhor,NOUN,54.2%,NOUN | obl:agent,0.0%,"['mão', 'sangue', 'graça']",100.0%,"Meu pai, é minha oração a Deus, humilde, sincera do meu coração, Deus, alguém que foi alcançado pela tua misericórdia, alguém foi alcançado pela tua graça, senhor."
senhor,NOUN,54.2%,INTJ | punct,0.0%,['né'],100.0%,"Então ele é o Senhor, que ele dá ordens, ele expulsa, né?"
senhor,NOUN,54.2%,PRON | det,0.0%,"['que', 'aquele', 'aqueles', 'essa']",100.0%,"Aquele, aquele que está nessa live agora, Senhor, pedindo, Senhor, com o celular na mão, ou quem sabe com o notebook aberto, Senhor, que está ao alcance, Senhor, dessa live agora: cura ele, cura ela agora, Senhor."
senhor,NOUN,54.2%,ADV | acl:relcl,0.0%,"['aqui', 'perto']",100.0%,"Isso aqui são as palavras do Senhor que está aqui ao outro lado pedindo clemência porque tirou um rapaz aqui a pontapés por provocações, coisas que todos nós enfrentamos aqui diariamente."
senhor,NOUN,54.2%,PROPN | advcl,0.0%,"['senhor', 'deus']",100.0%,"Muito obrigado, senhor, que o senhor esteja visitando cada um aqui, senhor, com o renovo, porque o Senhor é o Deus do Renovo, que renova a nossa fé, o nosso amor e a nossa esperança."
senhor,NOUN,54.2%,VERB | dep,0.0%,"['eh', 'colocar', 'louvo', 'ter']",100.0%,"Que ele possa discernir pessoas, que ele possa ler ambientes, que ele possa perceber atmosferas, e que ele possa, Senhor, ter dons espirituais em afinamento com as frequências mais elevadas dos céus."
senhor,NOUN,54.2%,VERB | amod,0.0%,"['recompense', 'dá', 'vier']",100.0%,"Senhor, mesmo os lugares escuros e obscuros o Senhor vier de proteção."
senhor,NOUN,54.2%,INTJ | parataxis,0.0%,"['ah', 'ó']",100.0%,"Senhor Deus, eu agora, ó, agora, na forma injusta, de forma persecutória, pessoas, ó Deus, também que estão ali que erraram, Senhor."
senhor,NOUN,54.2%,INTJ | advmod,0.0%,"['ah', 'senhor']",100.0%,"Aquele que está com os olhos fechados, que está clamando a ti agora, Senhor, ah, Espírito Santo de Deus, conforta o coração agora."
senhor,NOUN,54.2%,AUX | ccomp,0.0%,"['é', 'vamos']",100.0%,"Então eu quero dizer para você é que o Senhor, né, Deus Pai, que ele é o seu Pai, ele não te chama aí de colega, não te chama aí é de uma pessoa desconhecida, mas ele chama você de filho."
senhor,NOUN,54.2%,PROPN | dep,0.0%,"['filha', 'daniel', 'ó', 'emano']",100.0%,"Senhor meu pai, nós invocamos, Senhor Jesus, o teu nome aqui essa noite, o nome que está acima de todos os nomes, o poder que emano do teu Trono da graça e de justiça."
senhor,NOUN,54.2%,DET | flat:name,0.0%,"['nosso', 'cada', 'meu']",100.0%,Então nesse momento agora pai nós adoramos a Deus para o estado do Acre senhor que tem ali o governador clássico pai alcança aquela família senhor alcança os meus filhos dele meu pai alcance o Senhor cada um que está ali nesse momento
senhor,NOUN,54.2%,DET | ROOT,0.0%,"['sua', 'seu', 'cada']",100.0%,"O, sobre todo, sobre todo nome é o seu, Senhor."
senhor,NOUN,54.2%,CCONJ | punct,0.0%,['né'],100.0%,"Muito obrigado, senhor presidente, né, e subscrição então desses requerimentos."
senhor,NOUN,54.2%,PRON | mark,0.0%,['que'],100.0%,"Foi: Deus, se for necessário eu sofrer para cumprir o propósito que o senhor, fasso isso."
senhor,NOUN,54.2%,ADJ | appos,0.0%,"['bom', 'engraçado', 'condena']",100.0%,"O senhor Opa, boa tarde, bom, bom, Aqui meus."
senhor,NOUN,54.2%,INTJ | nsubj,0.0%,"['senhor', 'ó']",100.0%,"Senhor, senhoras e senhores, por gentileza, nós estamos aqui na comissão educação e a gente precisa de um silêncio mínimo pra gente dar prosseguimento."
senhor,NOUN,54.2%,SCONJ | cop,0.0%,['és'],100.0%,"E que essa nação reconheça que tu és Deus e que tu és o senhor, no nome Santo de Jesus."
senhor,NOUN,54.2%,AUX | aux,0.0%,"['vai', 'vou']",100.0%,E foi uma acusação gravíssima que o senhor fez e o senhor vai ter provar caso contrário acadêmico que o senhor vai estar só.
senhor,NOUN,54.2%,NUM | nmod,0.0%,"['100', '60', '12']",100.0%,"E nós Oramos agora por esses frutos Sobrenaturais, Senhor, por esses frutos de 100 por um e de 60 por um senhor que, assim como o ministério que o senhor confiou ao ncolas aqui, que é um ministério que se multiplica na proporção do seu Sobrenatural, Senhor, eu oro por essa geração agora de jovens, que eles tenham Ministérios que se multiplicam na sua proporção sobre Sobrenatural, que nós façamos um e o senhor recompense com 100, que nós façamos 10 e o senhor recompense com 60, pois o Senhor multiplica de maneira Sobrenatural."
senhor,NOUN,54.2%,ADJ | flat:name,0.0%,"['mesmo', 'altíssimo', 'onipotente']",100.0%,"Quando a gente orar pedindo para o senhor é, muda essa nação, porque o Senhor onipotente."
senhor,NOUN,54.2%,PRON | ccomp,0.0%,"['tudo', 'numa', 'conosco']",100.0%,"Eu te peço, espírito santo, que o senhor esteja aqui conosco."
senhor,NOUN,54.2%,VERB | discourse,0.0%,"['eh', 'é']",100.0%,"Não estou dizendo políticas, que a gente possa ter vitórias espirituais, que o Senhor, eh, consiga, sabe, ressuscitar sonhos, acalentar corações."
senhor,NOUN,54.2%,SCONJ | det,0.0%,['que'],100.0%,"E, senhor, eu oro pela salvação de Norte ao sul, do Leste a oeste, senhor, salvação, e que senhor a glória do Senhor cubra a Terra Brasileira como as águas cobrem o mar, para honra e glória do teu nome em Cristo Jesus."
senhor,NOUN,54.2%,AUX | conj,0.0%,"['vou', 'tenho', 'foi']",100.0%,é senhor eu sou argila nas suas mãos tu és o oleiro eu não tenho querer o querer é teu eu quero fazer o que Deus quer e querer o que Deus faz Eis Aqui o teu servo
senhor,NOUN,54.2%,SCONJ | ROOT,0.0%,"['és', 'que']",100.0%,"Consolo e abrigo, força e refúgio és, Senhor."
senhor,NOUN,54.2%,ADJ | nsubj,0.0%,"['grande', 'eh', 'senhores']",100.0%,S por gentileza a todos por favor presidente senhores senhores senhores senhores por gentileza a todos que estão aqui nessa comissão está ficando está ficando insustentável a comissão
senhor,NOUN,54.2%,ADP | advmod,0.0%,"['pro', 'devido', 'nesse']",100.0%,"a oração intencional no seguinte sentido de não que seja feita a tua vontade, mas a vontade do Senhor, porque muitos oram né com uma, com uma intenção, mas ora não colocando a vontade do senhor para o país, né e muitos oram para para algumas coisas que estão no coração, mas, como o senhor disse, né a ao momento que você vai falando, muitas das muitas vezes as pessoas guardam algumas coisas, não falam tudo pro Senhor, e ele é o único uniciente, né."
senhor,NOUN,54.2%,DET | appos,0.0%,"['a', 'teu', 'aquele']",100.0%,"Pai, de uma maneira muito especial, ao Pai, a único que é digno de honra, de Glória, de louvor, de adoração, ao único que deve ser engrandecido, entronizado no nosso senhor e salvador, Jesus Cristo, aquele que é, que é ele que há de vir, aquele pai que é poderoso, que nunca perdeu uma guerra, que é poderoso nas batalhas, o senhor dos exércitos, o nosso Deus, aquele que é o que cura, que traz libertação."
senhor,NOUN,54.2%,ADJ | advmod,0.0%,"['forte', 'contundente', 'mesmo']",100.0%,"Então é o senhor mesmo assim que, que nos sustenta."
senhor,NOUN,54.2%,NUM | nummod,0.0%,"['dois', 'um', 'oito']",100.0%,Onde aconteceu o dia oito senhor que venha trazer luz a esse cenário Senhor venha trazer a verdade meu pai para esse cenário pai Senhor venha trazer esclarecimento senhor pai para que as pessoas que estão presas
senhor,NOUN,54.2%,AUX | advcl,0.0%,"['estiver', 'estar', 'for']",100.0%,"Senhor, sara Nicolas aonde ele estiver agora com enfermidade"", e a pessoa é curada."
senhor,NOUN,54.2%,INTJ | cc,0.0%,['ah'],100.0%,"ah, Senhor Deus, és que não sei falar, porque não passo de uma criança."
senhor,NOUN,54.2%,SCONJ | parataxis,0.0%,"['és', 'ó']",100.0%,é senhor eu sou argila nas suas mãos tu és o oleiro eu não tenho querer o querer é teu eu quero fazer o que Deus quer e querer o que Deus faz Eis Aqui o teu servo
senhor,NOUN,54.2%,ADJ | case,0.0%,['pros'],100.0%,"Eu falo pros senhores, nada."
senhor,NOUN,54.2%,NUM | acl:relcl,0.0%,"['15', 'uma']",100.0%,"Portanto, eu acho que eh, enfim, não quero, não quero dizer que que eu quero me colocar aqui, digamos, numa posição de centrão, né como muitos dizem, mas eu acredito que infelizmente não sinto uma boa vontade, um bom, uma boa e eh uma, uma boa posição do governo em se colocar prontamente para poder resolver isso porque convenhamos gente, suponhamos, senhor ministro, que foi, foi e 15 bilhões tá."
senhor,NOUN,54.2%,ADP | cc,0.0%,"['ó', 'no']",100.0%,"ó Deus, para que o Senhor, ó Deus, possa trazer, ó Deus, alívio, a paz que excede todo entendimento, de que, ó Deus, a nossa vida não é aqui, de que um dia nós estaremos, ó Deus, eternamente com o Senhor, sem lágrimas."
senhor,NOUN,54.2%,PRON | obj,0.0%,"['aqueles', 'você']",100.0%,"Oramos por aqueles que estão, Senhor, com o acesso aos meios de mudança, e pedimos que o Senhor provoque uma revolução nesta nação."
senhor,NOUN,54.2%,VERB | nsubj,0.0%,"['senhor', 'chama']",100.0%,"Senhor presidente, senhor presidente, eh, na minha ausência aqui, o ministro Hadad falou que tava respondendo elegantemente as perguntas e chamando deputados de moleque."
senhor,NOUN,54.2%,NUM | obj,0.0%,"['10', '5']",100.0%,"E nós Oramos agora por esses frutos Sobrenaturais, Senhor, por esses frutos de 100 por um e de 60 por um senhor que, assim como o ministério que o senhor confiou ao ncolas aqui, que é um ministério que se multiplica na proporção do seu Sobrenatural, Senhor, eu oro por essa geração agora de jovens, que eles tenham Ministérios que se multiplicam na sua proporção sobre Sobrenatural, que nós façamos um e o senhor recompense com 100, que nós façamos 10 e o senhor recompense com 60, pois o Senhor multiplica de maneira Sobrenatural."
senhor,NOUN,54.2%,ADV | conj,0.0%,"['ó', 'melhor']",100.0%,"Senhor, que na mesa de negociações, ó Pai, que nas mesas de discussões, que o teu amor possa constrangê-los, ó [Música] pai."
senhor,NOUN,54.2%,ADV | advcl,0.0%,"['aqui', 'acima']",100.0%,"Se o senhor estiver aqui, eu sei eu venço o pecado."
senhor,NOUN,54.2%,NOUN | fixed,0.0%,"['gerações', 'palavras']",100.0%,"Mas eu quero orar pelas gerações que estão se levantando agora, que o senhor Levante essa geração, a minha geração, as próximas gerações, as crianças desse país, pai, para fazer a diferença."
senhor,NOUN,54.2%,CCONJ | ROOT,0.0%,"['e', 'ai']",100.0%,"O Senhor tem um plano A. E, Senhor, porque nas tuas mãos está o livro, Senhor, que João viu lá em Apocalipse, capítulo de número cinco."
senhor,NOUN,54.2%,DET | obl,0.0%,"['cada', 'nossa']",100.0%,Eu quero aqui dizer a cada um dos senhores parlamentares da base do governo da oposição:
senhor,NOUN,54.2%,NOUN | advmod,0.0%,['tarde'],100.0%,"senhores boa tarde, eu quero dar continuidade aqui aos esclarecimentos, mas ao povo brasileiro: o que que tá acontecendo?"
senhor,NOUN,54.2%,NUM | appos,0.0%,"['2024', '14']",100.0%,"Passo agora para o item 15 da pauta, requerimento número 79, 2024 do Senhor Deputado André Fernandes, que requer o encaminhamento."
senhor,NOUN,54.2%,VERB | obl,0.0%,"['comissão-', 'alastre']",100.0%,"Eu acho que eh, pela vontade de cada uma, e cada uma aqui já mostra que essas, essa comissão teremos um ano de profundos debates, porque aqui, nessa comissão- senhor presidente, talvez seja a mais plural dessa casa- como diz o deputado que nos antecedeu aqui,"
senhor,NOUN,54.2%,NOUN | csubj,0.0%,"['ouvido', 'caso']",100.0%,"E é muito bom, senhor presidente, a despeito das diferenças que nós possamos ter e temos, eh ouvido o senhor que está propondo a conduzir os trabalhos de forma respeitosa e democrática nessa casa."
senhor,NOUN,54.2%,CCONJ | fixed,0.0%,['né'],100.0%,"Senhor presidente, primeiramente dar as boas-vindas, né, e desejar sucesso na missão."
senhor,NOUN,54.2%,ADV | cc,0.0%,"['portanto', 'ora']",100.0%,"Portanto, senhor presidente, eu quero destacar que nós não aceitamos essa discussão de que os que não votarem pela pela provação pela retirada de pauta estão dizendo não."
senhor,NOUN,54.2%,ADV | parataxis,0.0%,"['não', 'aqui']",100.0%,"Senhor, não."
senhor,NOUN,54.2%,VERB | appos,0.0%,"['erlando', 'fasso']",100.0%,"Aí, nessa conversa eles relatam um encontro com o senhor erlando."
senhor,NOUN,54.2%,PROPN | punct,0.0%,"['""', 'le']",100.0%,"E teve um dia que eu, em crise, chorando, falei: ""Senhor, o teu povo tá orando, como é que é isso?"
senhor,NOUN,54.2%,ADJ | nmod,0.0%,"['último', 'maligno']",100.0%,"E o senhor, que é o supremo rei do universo, nós deixamos para falar com o senhor por último, hoje."
senhor,NOUN,54.2%,PRON | fixed,0.0%,"['os', 'que']",100.0%,"Senhor, a minha vida tá desse jeito, tá dessa forma, um casal com promessas, como todos os que estão nos assistindo, porque às vezes a gente coloca a culpa no ambiente."
senhor,NOUN,54.2%,INTJ | discourse,0.0%,"['tá', 'ai']",100.0%,"Tá, bom senhor nosso."
senhor,NOUN,54.2%,VERB | det,0.0%,['obrigada'],100.0%,Obrigada senhor por esse momento Sobrenatural de oração.
senhor,NOUN,54.2%,CCONJ | conj,0.0%,"['com-', 'né']",100.0%,"Senhor, livra-os, cobre-os, cerca-os e acampa teus anjos sobre cada casa, sobre cada família, sobre todos aqueles que sofrem hoje, sobre todos aqueles que estão afligidos com dores, com enfermidades, com patologias emocionais, com traumas, com crises, com- eh eh?"
senhor,NOUN,54.2%,NOUN | case,0.0%,['pr'],100.0%,"E o Daniel Silveira que está preso 4 anos, eu quero deixar esse claro aqui pr os senhores."
senhor,NOUN,54.2%,PUNCT | det,0.0%,['ô'],100.0%,"Eu participei de diversas, ô senhor ministro, diversas e diversas e diversas audiências de custódia de custódia quando eu eu estava na PUC Minas."
senhor,NOUN,54.2%,ADP | parataxis,0.0%,['somo'],100.0%,"Senhor presidente, eu me somo aos demais deputados e deputadas que também já fizeram intervenção nesse sentido e também lembrando aquilo que já foi dito aqui:"
senhor,NOUN,54.2%,VERB | nsubj:pass,0.0%,['eh'],100.0%,"E aí aqui pego a fala, né eh do Senhor Miola, que essa média nacional muitas vezes ela não faz nenhum sentido do nível municipal."
senhor,NOUN,54.2%,PROPN | fixed,0.0%,['ó'],100.0%,"Senhor, que, em nome de Jesus, pautas aqui, ó Pai, que influenciam na vida diretamente de pessoas, o Senhor possa interferir."
senhor,NOUN,54.2%,AUX | acl:relcl,0.0%,['será'],100.0%,"Irmãos, se apega a essa palavra, porque aquela palavra ali é o Senhor dizendo para nós de que se ele é por nós, quem será contra nós?"
senhor,NOUN,54.2%,PRON | acl:relcl,0.0%,['esse'],100.0%,"senhor, que amor é esse que faz que o senhor a gente entregue um filho para morrer por nós?"
senhor,NOUN,54.2%,AUX | dep,0.0%,['é'],100.0%,"O senhor realmente é, é um, um pai incrível, pode-se dizer assim né."
senhor,NOUN,54.2%,DET | nmod,0.0%,['nossa'],100.0%,"Que benção eu poder trabalhar e ser o protetor e o provedor da minha esposa e que melhor bênção ainda a minha esposa ser a cuidadora da minha casa, cuidadora do do Nossa herança do Senhor, que é a Aurora, né que é a minha filha."
senhor,NOUN,54.2%,ADV | ccomp,0.0%,['aqui'],100.0%,"Pai, sabemos que o senhor está aqui, pai conosco."
senhor,NOUN,54.2%,DET | conj,0.0%,['teu'],100.0%,"Nós queremos primeiro te agradecer pela tua presença, te agradecer pelo livre acesso que temos a ti e ao teu Trono, senhor, muito obrigada."
senhor,NOUN,54.2%,PRON | advcl,0.0%,['você'],100.0%,"Seja forte, corajoso, não se apavore, nem se desanime, pois o Senhor, o seu Deus, estará com você por onde você andar."
senhor,NOUN,54.2%,INTJ | csubj,0.0%,['diga'],100.0%,"Diga: “Senhor Jesus, perdoa meus pecados e entra em meu coração."
senhor,NOUN,54.2%,INTJ | obj,0.0%,['ô'],100.0%,"Ô, Senhor, não vamos desistir, não vamos desistir."
senhor,NOUN,54.2%,ADP | fixed,0.0%,['nos'],100.0%,"Que estão servindo Senhor nos, nos rincões, nos, nos sertões."
senhor,NOUN,54.2%,PROPN | obl:agent,0.0%,['nosso'],100.0%,"Se você não consegue reconhecer que a vida é o maior valor que existe no universo, que é um, um dom dado por Nosso Senhor Jesus Cristo, você não consegue reconhecer que a vida tem que ser protegida, você não merece nem tá aqui."
senhor,NOUN,54.2%,NUM | conj,0.0%,['20º.'],100.0%,"Não só esclarecendo Deputado Valente, pelo Regimento eram 10 que iriam discutir, eu deixei 20 e o senhor foi o 20º. Ou seja, pelo Regimento o senhor não falaria."
senhor,NOUN,54.2%,PRON | csubj,0.0%,['alguém'],100.0%,"Senhor presidente, cumprimentando o presidente da Câmara de Blumenau, com quem eu estive no STF logo após aquela tragédia deau- e é interessante lembrar aqui que quem cometeu aquela atrocidade não foi um ex-aluno, não foi alguém que estava nas redes sociais, foi alguém que cheirou cocaína a noite toda e em 20 segundos destruiu quatro famílias-"
senhor,NOUN,54.2%,NUM | nsubj,0.0%,['2'],100.0%,"O 2 de julho, senhor presidente, é a data em que se consolidou a independência do Brasil na Bahia."
senhor,NOUN,54.2%,X | case,0.0%,['sen'],100.0%,"Viva democracia, sen senhor Deputado, o Senor tem que ouv, assim que é a democracia, não consue ouvir o contraditório, mas nós vamos continuar falando."
senhor,NOUN,54.2%,ADJ | obl,0.0%,['último'],100.0%,"E por último, senhor Ministro, o senhor disse no final da sua fala, depois de falar que foi no governo anterior, e olha que perigo: nós um governo conservador, se foi no nosso tempo que saiu aquele livro, é um perigo."
senhor,NOUN,54.2%,ADJ | obj,0.0%,['deputados'],100.0%,"Eu queria até levantar esse debate aqui prosos senhores deputados, presidente da Comissão."
senhor,NOUN,54.2%,VERB | nmod,0.0%,['poder'],100.0%,"Senhor Ministro, para poder responder e já pode feer suas considerações finais."
senhor,NOUN,54.2%,ADV | nsubj,0.0%,['aqui'],100.0%,"Esse aqui é o senhor Sá, Marcos, ridicularizou das vítimas mortas pelo Hamas, fazendo essas postagens aqui antissemitas, inclusive de uma mulher que foi morta e estuprada, e simplesmente estava ali tirando foto com o senhor, todo sorridente."
senhor,NOUN,54.2%,PRON | xcomp,0.0%,['mim'],100.0%,"Então, realmente, se fosse para alguém aqui para poder tomar uma posição mais ríspida, deveria ser de mim para o senhor, e não o senhor para mim."
senhor,NOUN,54.2%,PROPN | nsubj:pass,0.0%,['ministério'],100.0%,"E este senhor não estava mais no Ministério da Justiça, tinha sido demitido pelo Bolsonaro."
senhor,NOUN,54.2%,DET | acl:relcl,0.0%,['seu'],100.0%,"O ouro não toma poderes, não tomam, ninguém pode tomar aquilo que é só seu e do Senhor."
senhor,NOUN,54.2%,PROPN | xcomp,0.0%,['jonas'],100.0%,"Que nós possamos ser como Jonas, senhor meu pai, que profetizou contra o pecado de uma nação e a nação como um todo se arrependeu dos seus pecados."
senhor,NOUN,54.2%,PUNCT | flat:name,0.0%,"['""']",100.0%,"""eu estava todo despretensioso numa live assistindo para orar, e entrei e cai lá por conta de política, sei lá, e alguém fez um apelo e eu estava distante dos caminhos do Senhor"", e você fala:"
senhor,NOUN,54.2%,AUX | case,0.0%,['és'],100.0%,Nós cremos pois tu és fiel senhor que eu tu és fiel Senhor eu sei que tu és [Música]
senhor,NOUN,54.2%,INTJ | cop,0.0%,['ah'],100.0%,"Você acha que eu estaria aqui orando, achando que as coisas não vão mudar, mas você acha que o que eu tô pedindo para que, ah senhor, é é modifica, eh, amanhã, né a presidência a muda o juízes."
senhor,NOUN,54.2%,ADP | punct,0.0%,['né'],100.0%,"Senhor, eu não aguento mais, fechado de dia e de noite, né muito."
senhor,NOUN,54.2%,INTJ | advcl,0.0%,['tu'],100.0%,"Ele disse: mesmo que eu ande por um vale de sombras de morte, mal nenhum eu temerei, porque tu, senhor, estás comigo."
senhor,NOUN,54.2%,ADV | mark,0.0%,['assim'],100.0%,"Ela provém de uma fonte que te edifica, ela, ela não é meramente uma música que estourou e fez o pessoal ter, não, ela é uma música que acredita, assim que é o próprio senhor falando com você."
senhor,NOUN,54.2%,ADP | flat:name,0.0%,['nos'],100.0%,"Mas você falava de Sabedoria, Senhor nos de compaixão para os nossos inimigos, ó Deus ajuda meu Deus sabedoria para poder combater os pais, um conhecimento que provém do alto senhor."
senhor,NOUN,54.2%,PROPN | det,0.0%,['amém'],100.0%,Essa é minha oração agora senhor em nome de Jesus amém amém amém.
senhor,NOUN,54.2%,PRON | advmod,0.0%,['onde'],100.0%,"Aí eu pergunto, senhor diretor da PRF, onde está o senhor quando uma ministra, inclusive ali na Maré, está andando sem capacete na moto?"
senhor,NOUN,54.2%,CCONJ | advmod,0.0%,['né'],100.0%,"Vamos orar né para que a gente consagra esse último dia aqui, né ao Senhor Pai."
senhor,NOUN,54.2%,PRON | case,0.0%,['dele'],100.0%,Senhor faça com que ele Conheça o senhor rapaz que teu amor constrange o coração dele Senhor faça
senhor,NOUN,54.2%,ADJ | dep,0.0%,['perfeita'],100.0%,"Pedimos ao Pai para que esse familiares, o Pai, um dia possa estar na tua presença, Senhor, possa estar aqui glorificando ao Pai, o teu nome, Senhor, possa estar aqui experimentando do amor a Deus, a perfeita, senhor, vontade que é do senhor."
senhor,NOUN,54.2%,ADV | discourse,0.0%,['sim'],100.0%,"Sim, Senhor, não me repreendas no teu furor, nem me disciplines na tua ira."
nome,NOUN,100.0%,DET | det,18.3%,"['o', 'teu', 'meu', 'seu', 'todo', 'um', 'esse', 'os', 'nosso', 'outro']",97.6%,"Sind ute que decidiu de uma vez que os professores foi quando você sabe que você iria haver muita revolta- começou e defende, não, por exemplo, ataque aos homossexuais, atacar o feijão, o assunto vai falar o nome dele, mandou recado pra essa galera e que defende o tipo de cara manda, caiu porque esse cara metade, e até agora se sabia ninguém, só o amor de ninguém."
nome,NOUN,100.0%,ADP | case,15.8%,"['em', 'do', 'no', 'pelo', 'de', 'com', 'sobre', 'ao', 'por', 'para']",97.4%,"Pai, nós colocamos a vida dessa família em tuas mãos, ó Deus, sabendo que somente o Espírito Santo é o que conforta, sabendo somente através do teu Espírito Santo que eles vão conseguir se reerguer, vão conseguir ter força e que, ó Pai, em nome de Jesus, nós encontraremos e reinaremos para sempre."
nome,NOUN,100.0%,PROPN | nmod,12.7%,"['jesus', 'senhor', 'deus', 'cristo', 'pai', 'alexandre', 'espírito', 'pt', 'daniel', 'centro']",93.8%,"Pai, nós colocamos a vida dessa família em tuas mãos, ó Deus, sabendo que somente o Espírito Santo é o que conforta, sabendo somente através do teu Espírito Santo que eles vão conseguir se reerguer, vão conseguir ter força e que, ó Pai, em nome de Jesus, nós encontraremos e reinaremos para sempre."
nome,NOUN,100.0%,PUNCT | punct,8.4%,"[',', '.', '?', ':', 'né', '!']",100.0%,"Senhor, que, em nome de Jesus, pautas aqui, ó Pai, que influenciam na vida diretamente de pessoas, o Senhor possa interferir."
nome,NOUN,100.0%,VERB | ROOT,7.3%,"['oramos', 'tem', 'sabe', 'declaramos', 'esqueci', 'há', 'peço', 'sei', 'adoramos', 'oro']",26.7%,"Mas em nome de Jesus, o Senhor, sabe Deus cuidar de várias pessoas que estão ali."
nome,NOUN,100.0%,NOUN | nmod,4.2%,"['nome', 'senhor', 'pai', 'pessoas', 'filho', 'livro', 'cara', 'ministro', 'deputados', 'partido']",34.5%,"Estão buscando aqui fazer algo pelo menos importante para uma cidade e não ficar trocando o nome de centro de saúde para o completamente inútil que é, por exemplo, a vereadora Marielle."
nome,NOUN,100.0%,VERB | acl:relcl,3.4%,"['chama', 'tem', 'falou', 'peço', 'consegue', 'estais', 'gera', 'clama', 'pedimos', 'curaram']",33.3%,"Olha o precedente que esse juiz, vão repetir o nome dele aqui, Marcelo Paulo Salgado aqui de Belo Horizonte, emitiu que é o seguinte: qualquer tipo de criança que tiver a mama e pode-se matar esta criança."
nome,NOUN,100.0%,VERB | advcl,2.4%,"['diz', 'tem', 'associado', 'colocar', 'sei', 'proclamar', 'dobre', 'glorificado', 'falar', 'mudar']",22.1%,"Que o Senhor nos leve sem para ter um envolvimento com cada pessoa, para, em nome de Jesus, que o Senhor nos neve- é esse nível pai- e que nós possamos não somente orar, nós somos pagar sua mais jejuar, Senhor, ai acima de tudo, depender do senhor, saber que o Senhor tem que nada podemos fazer."
nome,NOUN,100.0%,AUX | cop,2.0%,"['é', 'seja', 'era', 'está', 'são', 'estamos', 'tá', 'foi', 'vai', 'seriam']",100.0%,"E é como você disse, a justiça virá e virá do céu, virá daquele que pode, daquele que é o nome sobre todo nome, que tem todo poder."
nome,NOUN,100.0%,PRON | nmod,1.8%,"['dele', 'dela', 'deles', 'amém', 'todos', 'ele', 'outro', 'todo', 'mim', 'essa']",95.7%,"Sind ute que decidiu de uma vez que os professores foi quando você sabe que você iria haver muita revolta- começou e defende, não, por exemplo, ataque aos homossexuais, atacar o feijão, o assunto vai falar o nome dele, mandou recado pra essa galera e que defende o tipo de cara manda, caiu porque esse cara metade, e até agora se sabia ninguém, só o amor de ninguém."
